name,cnpj,isin,assetCode,fundBegin,currency,isEsg,manager,administrator,custody,investmentType,categoryCvm,anbimaRating,benchmark,applyOpen,minimumInitialInvestment,minimumMoviment,minimumBalanceRemain,timeLimit,hourInvestimentRescue,investimentQuota,rescueQuota,rescueFinancialSettlement,investmentFinancialSettlement,administrationFee,administrationFeeMax,performanceFee,profitabilityDay,profitabilityMonth,profitabilityYear,subcategoryInitials,subclassCode,isExternalPensionFund,isPensionFund,fundCGE
BTG MULTIGESTOR TOTAL RETURN FICFIM CrPr,26623189000162,BR03PBCTF000,5033842,2017-01-26T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercado livre,CDI,true,5000,1000,5000,13:20,13:20,D+0,D+60,D+61,D+0,0.5,,10,-0.1407766,-0.2725368,1.3159516,,,false,false,2790924
SUL AMERICA INFLATIE FIRF CrPr,09326708000101,BRIFL2CTF002,1661333,2008-07-11T00:00:00.000-0300,BRL,false,SUL AMERICA INVESTIMENTOS GESTORA DE RECURSOS S.A.,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,BANCO BRADESCO S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração alta soberano,IMA-B,false,5000,2500,2500,14:10,14:10,D+0,D+1,D+2,D+0,0.4,,20,-0.3165244,-0.7858311,4.1350595,INFLACAO,,false,false,536392
BTG Explorer RF Ativa FI LP Subclasse A,11952873000110,BRHYP4CTF002,3842222,2010-06-01T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,true,0,0,0,15:10,15:10,D+0,D+2,D+3,D+0,0.9,,20,0.0376938,0.0309987,6.2220523,ATIVO,QW2AG1747743302,false,false,1187508
KAPITALO ALPHA GL FICFIM,28558421000151,BRKAG1CTF002,1600981,2017-11-07T00:00:00.000-0300,BRL,false,KAPITALO INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercado livre,CDI,true,500,100,100,14:50,14:50,D+0,D+30,D+31,D+0,2,,20,-0.4903425,0.1552899,0.1821952,,,false,false,523892
BTG Oportunidades Listadas I FIA,46300375000178,BR0C5ECTF008,5933100,2022-05-20T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTORA DE RECURSOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,5000,5000,5000,15:20,15:20,D+1,D+90,D+92,D+0,2,,20,-1.307883,-2.8223564,6.7522015,LONG_ONLY,,false,false,4053576
RUBIK CICLOS FICFIM,46929855000100,BR0CRFCTF004,6210965,2022-07-20T00:00:00.000-0300,BRL,false,RUBIK CAPITAL ASSET MANAGEMENT LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Macro,CDI,true,5000,1000,3000,14:40,14:40,D+1,D+28,D+30,D+0,2,,20,-0.1745381,-1.4317923000000001,1.2390282,,,false,false,4315109
TARPON INTERSECTION FICFIA,34713026000107,,2079392,2019-10-04T00:00:00.000-0300,BRL,false,TPE GESTORA DE RECURSOS LTDA,BANCO DAYCOVAL S.A.,BANCO DAYCOVAL S.A.,Investidores em geral (Não qualificados),Ações,Ações Livre,-,true,1000,1000,1000,13:40,13:40,D+1,D+180,D+182,D+0,2,,20,-0.7932644,-2.7397155,-7.9979385,LONG_ONLY,,false,false,808021
BTG AUTOINVEST MODERADO FICFIM,41266134000136,,5099806,2021-04-28T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Dinâmico,CDI,true,0.01,0.01,0.01,13:20,13:20,D+0,D+5,D+7,D+0,0.5,,10,-0.14962799999999998,-0.08984980000000001,4.6924992,,,false,false,2853152
AZ QUEST TOTAL RETURN FICFIM,14812722000155,BRQTR1CTF002,1703252,2012-01-23T00:00:00.000-0300,BRL,false,AZ QUEST INVESTIMENTOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Multimercados,Multimercados Long And Short Direcional,CDI,true,0,0,0,14:10,14:10,D+1,D+27,D+29,D+0,2,,25,-0.1572846,0.9742701,5.428653,LONG_SHORT,,false,false,547715
WESTERN ASSET VALUATION FIA,09087523000191,BRLMM6CTF008,1695322,2010-06-25T00:00:00.000-0300,BRL,false,FRANKLIN TEMPLETON BRASIL LTDA,BANCO BNP PARIBAS BRASIL S.A.,BANCO BNP PARIBAS BRASIL S.A.,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,500,100,500,14:10,14:10,D+1,D+1,D+3,D+0,2.5,,,-0.2321947,-3.0514958,-1.1664412,LONG_ONLY,,false,false,544686
VALORA HORIZON HIGH YIELD FIM CrPr,17313316000136,BRVVGICTF000,2204866,2013-03-26T00:00:00.000-0300,BRL,false,VALORA RENDA FIXA LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Direitos Creditórios,Direitos Creditórios,CDI,true,1000,1,0,15:20,15:20,D+0,D+178,D+180,D+0,1.1500000000000001,,20,0.08599899999999999,0.6052174,6.8435276,CREDITO_ESTRUTURADO_1,,false,false,836501
BTG CDB I FICFIRF CrPr,16565016000181,,3842214,2021-06-24T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração baixa grau de investimento,CDI,true,500,100,100,15:30,15:30,D+0,D+0,D+0,D+0,0.15,,,0.0541198,0.6466221,6.3821889,POS_FIXADO,,false,false,1173364
Geo Empresas Globais Dolares FICFIA IE,28075532000107,BRGEO3CTF000,1724126,2017-10-10T00:00:00.000-0300,BRL,false,GEO CAPITAL GESTORA DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BNY MELLON BANCO S.A,Investidores qualificados,Ações,Ações Investimento no Exterior,DOLAR,true,1000,1000,1000,14:10,14:10,D+1,D+30,D+34,D+0,2,,20,0.6275095,0.8501063,-11.6049823,LONG_ONLY,,false,false,554878
BTG Tesouro IPCA Geral FIRFRef,09814233000100,,3851456,2021-06-23T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre soberano,IMA-B,true,3000,1000,1000,15:10,15:10,D+0,D+1,D+2,D+0,0.2,,,-0.6630964,-0.5424799,4.6659511,INFLACAO,,false,false,1173287
Itau Debent Inc CDI Dist FICFIIIRF CrPr,45512145000100,BR0DB1CTF002,7343612,2022-09-27T00:00:00.000-0300,BRL,false,ITAU UNIBANCO ASSET MANAGEMENT LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,false,100,1,100,12:40,12:40,D+0,D+21,D+22,D+0,0.85,,,0.2197596,1.3044777,4.5593518,CREDITO_POS,,false,false,6161242
Safra DI Master FIRFRefDI LP,02536364000116,,1721520,1998-12-02T00:00:00.000-0300,BRL,false,SAFRA  DISTRIBUIDORA DE TITULOS E VALORES MO,SAFRA  DISTRIBUIDORA DE TITULOS E VALORES MO,BANCO SAFRA S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração baixa grau de investimento,CDI,true,1000,1000,1000,13:40,13:40,D+0,D+0,D+0,D+0,0.3,,,0.0569047,0.6206964,6.2384754000000004,POS_FIXADO,,false,false,553319
AUTOINVEST GL BALANCED USD FIM,49307394000114,,7274752,2023-02-01T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,DOLAR,true,0,1,0,15:20,15:20,D+1,D+2,D+7,D+0,1,,10,0.3617133,0.8244556000000001,-4.1410672,,,false,false,6140795
EMPIRICUS TECH SELECT FIA BDR NIVEL I,36017669000133,,4968191,2020-06-09T00:00:00.000-0300,USD,false,EMPIRICUS ASSET MANAGEMENT LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Investimento no Exterior,-,true,1000,100,100,16:10,16:10,D+1,D+10,D+12,D+0,0.9,,,-0.6478658,0.16333799999999998,5.8707031,LONG_ONLY,,false,false,2601656
Caixa Flag Atena Quant FIA RL,63911840000126,,16393543,2025-12-30T00:00:00.000-0300,BRL,false,CAIXA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARI,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORE,,Investidores em geral (Não qualificados),Ações,Ações Livre,-,true,100,0.01,0.01,13:00,13:00,D+1,D+13,D+15,D+0,2,,20,-0.5060909,-3.5003484,-6.1062911,LONG_ONLY,,false,false,60774096
NAVI FENDER FICFIA,34633411000136,BR02M6CTF007,4738804,2019-10-30T00:00:00.000-0300,BRL,false,NAVI CAPITAL - ADMINISTRADORA E GESTORA DE RECURSO,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Livre,IBOVESPA,true,50000,10000,10000,15:10,15:10,D+0,D+60,D+62,D+0,2,,20,-0.1040481,-1.837974,-1.548859,LONG_BIASED,,false,false,2309426
Porto Paineira CDI FIF FII Deb de Infra,59123735000155,,14706648,2025-07-17T00:00:00.000-0300,BRL,false,PORTO SEGURO INVESTIMENTOS LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,,Investidores em geral (Não qualificados),Renda Fixa,Renda Fixa Simples,CDI,true,1000,1000,1000,14:10,14:10,D+0,D+30,D+31,D+0,0.6,,20,0.17990499999999998,1.2332705,4.8874425,ATIVO,NUDKX1748359513,false,false,22465302
Ibiuna Credit Deb Inc Infra RF Subclasse,54518925000158,,12216778,2024-04-19T00:00:00.000-0300,BRL,false,IBIUNA CREDITO GESTAO DE RECURSOS LTDA,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,,Investidores em geral (Não qualificados),Renda Fixa,Renda Fixa Simples,-,true,1000,1000,1000,14:10,14:10,D+0,D+30,D+31,D+0,0.8,,20,0.1029311,0.985861,4.4933937,CREDITO_POS,7NBTA1734640051,false,false,16129761
DAYCOVAL MULT FIM,09274058000106,,2505300,2007-11-05T00:00:00.000-0300,BRL,false,DAYCOVAL ASSET MANAGEMENT ADM DE RECURSOS LTDA,BANCO DAYCOVAL S.A.,BANCO DAYCOVAL S.A.,Investidores em geral (Não qualificados),Multimercados,Multimercados Trading,CDI,true,500,500,500,14:10,14:10,D+0,D+0,D+1,D+0,1,,20,-0.0622319,0.0040074,3.9775222,,,false,false,937039
ARMOR AXE FICFIM,34172497000147,,2573212,2019-10-23T00:00:00.000-0300,BRL,false,ARMOR GESTORA DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,5000,1000,1000,15:20,15:20,D+0,D+20,D+22,D+0,2,,20,-0.0217887,0.3449062,6.5045117,,,false,false,947549
ITAU GL DINAMICO RF DIST LP FIC FI,39773639000145,BR07C2CTF003,6003648,2022-06-03T00:00:00.000-0300,BRL,false,ITAU UNIBANCO ASSET MANAGEMENT LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,true,100,1,100,13:10,13:10,D+0,D+0,D+1,D+0,0.9,,20,0.0505365,0.6706038,5.4609522,ATIVO,,false,false,4117655
ARX VINSON FICFIRF CrPr ACCESS,31159166000189,,4187868,2021-08-18T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração baixa grau de investimento,-,true,5000,5000,5000,13:40,13:40,D+0,D+30,D+31,D+0,0.18,,,0.0318093,0.6096259,6.1328508,CREDITO_POS,,false,false,1174416
PIMCO GL FINANC CREDIT FICFIM IE,29066331000106,BRPIM3CTF007,2159073,2017-12-28T00:00:00.000-0300,BRL,false,PIMCO LATIN AMERICA ADM DE CARTEIRAS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,CDI,true,1000,500,500,14:10,14:10,D+1,D+1,D+6,D+0,0.93,,,0.0560458,0.6954233,4.9745516,,,false,false,827813
AQR Long Biased Equities Dolar FICFIM,54741044000100,BR0JADCTF000,10073526,2024-04-23T00:00:00.000-0300,USD,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Investimento no Exterior,-,true,5000,5000,5000,15:20,15:20,D+1,D+8,D+12,D+0,0.8,,0,0.9454398,4.5185106,-6.2811104,LONG_SHORT,,false,false,16163839
MERAKI BRABUS FIA,46300572000197,BR0C4SCTF001,7471279,2022-05-25T00:00:00.000-0300,BRL,false,MERAKI CAPITAL GESTAO DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Investimento no Exterior,IBOVESPA,true,1000,1000,1000,15:20,15:20,D+1,D+30,D+32,D+0,2,,20,-0.306017,-2.7023384,-2.7152903,LONG_ONLY,,false,false,8130877
TRIGONO FLAGSHIP SMALL CAPS FICFIA,29177013000112,,1777536,2018-04-24T00:00:00.000-0300,BRL,false,TRIGONO CAPITAL LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Small Caps,-,false,50,50,30,15:10,15:10,D+1,D+30,D+32,D+0,2,,20,-1.1286519,-3.4956369,-12.8848912,SMALL_CAPS,,false,false,572076
Ibiuna Total Credit FIF Subclasse,41545043000130,,14796353,2021-05-31T00:00:00.000-0300,BRL,false,IBIUNA CREDITO GESTAO DE RECURSOS LTDA,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,,Investidores qualificados,Multimercados,Multimercados Juros e Moedas,CDI,true,1000,0,0,14:10,14:10,D+0,D+90,D+91,D+0,1.1500000000000001,,20,0.0533295,0.8058054,6.4954656,CREDITO_POS,VG1OX1753979318,false,false,56928943
BOGARI VALUE D FICFIA,15390811000113,BRBGR3CTF000,1903775,2012-05-30T00:00:00.000-0300,BRL,false,BOGARI GESTAO DE INVESTIMENTOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,Investidores em geral (Não qualificados),Ações,Ações Valor/Crescimento,IBOVESPA,true,1000,1000,1000,14:10,14:10,D+1,D+30,D+32,D+0,2.6,,20,-0.3437852,-2.7146825,-4.5289615,LONG_ONLY,,false,false,637981
MOAT CAPITAL EQUITY HEDGE FICFIM SUB 1,24140256000162,BRMTY4CTF001,1728712,2016-05-10T00:00:00.000-0300,BRL,false,MOAT CAPITAL GESTAO DE RECURSOS LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Multimercados,Multimercados Long And Short Direcional,CDI,false,1000,500,1000,14:10,14:10,D+0,D+30,D+31,D+0,2,,20,-0.0205608,-0.038154600000000004,1.0761107,LONG_SHORT,CEMTO1749244596,false,false,532503
SAFRA CONSUMO AMERICANO FICFIA BDR NI,19436835000117,,5754818,2014-01-31T00:00:00.000-0300,BRL,false,SAFRA ASSET MANAGEMENT LTDA.,SAFRA SERVICOS DE ADMINISTRACAO FIDUCIARIA LTDA,BANCO SAFRA S A,Investidores em geral (Não qualificados),Ações,Ações Livre,CDI,true,1000,100,100,14:10,14:10,D+1,D+1,D+4,D+0,1,,,-0.07823240000000001,-1.4215401,-1.486591,LONG_ONLY,,false,false,3849905
ACE CAP ABSOLUTO INST FICFIA,07124064000143,BRGPFICTF005,3004941,2005-01-05T00:00:00.000-0300,BRL,false,ACE CAPITAL GESTORA DE RECURSOS LTDA.,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,100,100,100,14:10,14:10,D+1,D+1,D+3,D+0,2,,20,-0.4293433,-1.3952256,3.2525653,LONG_ONLY,,false,false,1039722
BTG Hedge II Incentivado Infra FIRF,54518783000129,BR0IYVCTF004,10731293,2024-04-01T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,0,1,0,15:10,15:10,D+0,D+10,D+11,D+0,1,,20,0.0874264,0.7953736,4.9394945,ATIVO,,false,false,18882586
INDIE FICFIA,17335646000122,BRIND4CTF008,1685008,2012-12-28T00:00:00.000-0300,BRL,false,INDIE CAPITAL INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBX,true,5000,1000,1000,15:20,15:20,D+1,D+30,D+32,D+0,2,,20,-0.6093633,-1.5475727,-3.9358584,,,false,false,541620
Ceter FICFIDC RL,39806561000118,,4766358,2021-03-26T00:00:00.000-0300,BRL,false,EST GESTAO DE PATRIMONIO LTDA.,BANCO DAYCOVAL S.A.,BANCO DAYCOVAL S.A.,Investidores qualificados,Direitos Creditórios,Direitos Creditórios,CDI,true,1000,500,500,14:10,14:10,D+0,D+60,D+61,D+0,0.07,,10,0.060094999999999996,0.6205837,7.2771288,CREDITO_ESTRUTURADO_1,,false,false,2386509
Kinea Urano FIM RL Subclasse I,54812046000134,,13070010,2025-03-13T00:00:00.000-0300,BRL,false,KINEA INVESTIMENTOS LTDA.,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,,Investidores qualificados,Multimercados,Multimercado livre,CDI,true,1,1,1,14:10,14:10,D+0,D+60,D+61,D+0,2,,,-0.47006590000000004,-0.2987893,1.0240553000000001,,Q4KJI1733168090,false,false,20095690
TARPON GT 90 FICFIA,42922205000174,,5722385,2022-03-30T00:00:00.000-0300,BRL,false,TPE GESTORA DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,false,1000,1000,0,15:20,15:20,D+1,D+90,D+92,D+0,2,,20,-0.3296123,-1.3008435,-9.2595737,SMALL_CAPS,,false,false,3798805
Absolute Alpha Global FICFIM,21983042000160,BRALH3CTF006,1699134,2015-05-29T00:00:00.000-0300,BRL,false,ABSOLUTE GESTAO DE INVESTIMENTOS LTDA.,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Multimercados,Multimercados Estrategica Especifica,CDI,true,500,100,500,14:10,14:10,D+0,D+17,D+18,D+0,1.9000000000000001,,20,0.0232183,1.7528527,7.2982696,LONG_SHORT,,false,false,545851
Vinland 2 Debentures Incentivadas Infra,61543507000186,,14952227,2025-08-26T00:00:00.000-0300,BRL,false,VINLAND CAPITAL MANAGEMENT CREDITO PRIVADO GESTORA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,true,1000,1000,1000,14:10,14:10,D+1,D+30,D+31,D+0,1,,25,0.1172856,0.9410734000000001,1.6927638,ATIVO,P0UDD1751405646,false,false,57117814
BTG ALPHA FIA,15912241000184,,3689785,2012-09-03T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Investimento no Exterior,-,true,5000,5000,5000,13:20,13:20,D+1,D+2,D+4,D+0,0.75,,10,1.2376151,-0.7895083,-9.3406654,LONG_ONLY,,false,false,1167007
ROOT CAPITAL HIGH YIELD FICFIM CrPr,34431415000131,,2718175,2019-10-30T00:00:00.000-0300,BRL,false,ROOT CAPITAL - GESTAO DE RECURSOS LTDA.,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Multimercados,Multimercados Macro,CDI,true,5000,1000,5000,14:10,14:10,D+0,D+179,D+180,D+0,1.45,,20,0.036682400000000004,0.8336789,6.5502046,CREDITO_ESTRUTURADO_1,,false,false,974385
Bahia DI FIRFRef,07812369000148,BRBMDICTF008,7367961,2006-02-13T00:00:00.000-0300,BRL,false,BAHIA AM RENDA FIXA LTDA,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,BANCO BRADESCO S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração baixa grau de investimento,CDI,true,500,100,500,14:10,14:10,D+0,D+0,D+0,D+0,0.2,,20,0.051127,0.6286508000000001,6.3053399,POS_FIXADO,,false,false,6207606
Kinea Gama FIA Subclasse I,35372771000194,,13850648,2019-12-20T00:00:00.000-0300,BRL,false,KINEA INVESTIMENTOS LTDA.,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,1,1,1,14:10,14:10,D+1,D+15,D+17,D+0,2,,20,-0.6007051,-3.0605732,1.5701265,LONG_ONLY,OT1CC1747087638,false,false,21122349
Absolute Endurance FICFIA,39959422000124,,10846171,2020-12-30T00:00:00.000-0300,BRL,false,ABSOLUTE GESTAO DE INVESTIMENTOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,0,1,0.01,13:40,13:40,D+1,D+30,D+32,D+0,1.5,,20,-0.3429156,-3.2270035,-0.168688,LONG_ONLY,,false,false,18918298
Charles River FIA Subclasse Principal,14438229000117,,4747710,2014-02-13T00:00:00.000-0300,BRL,false,CHARLES RIVER ADM DE RECURSOS FINANCEIROS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,false,5000,1000,1000,15:20,15:20,D+0,D+30,D+32,D+0,2,,20,-0.2512609,0.514995,4.6070983,LONG_ONLY,3Q2SW1767719680,false,false,2345926
ACE Capital Multicenarios FICFIM - RL,47612105000165,,7445444,2022-11-30T00:00:00.000-0300,BRL,false,ACE CAPITAL SAIRES GESTORA DE RECURSOS LTDA.,BNY MELLON SERVICOS FINANCEIROS DISTRIBUIDORA DE T,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Multimercados,Multimercados Trading,CDI,true,100,100,100,14:10,14:10,D+0,D+15,D+17,D+0,1.5,,10,-0.1281577,-2.3046605,6.2944929,,,false,false,7919570
SPARTA MAX 60 FICFIRF CrPr LP,44643192000120,,6810114,2022-04-04T00:00:00.000-0300,BRL,false,SPARTA ADMINISTRADORA DE RECURSOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Renda Fixa,RF duração média crédito livre,CDI,true,1000,100,100,14:10,14:10,D+0,D+60,D+61,D+0,0.35000000000000003,,20,0.0794359,0.6405145,6.4030609,CREDITO_POS,,false,false,5501631
GAUSS INCOME FICFIRF CrPr,26434293000109,BRSHG0CTF009,1669200,2017-01-24T00:00:00.000-0300,BRL,false,ASA ASSET MANAGEMENT LTDA,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORE,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,false,1000,500,1000,14:10,14:10,D+0,D+0,D+1,D+0,0.45,,,0.056820999999999997,0.5909223,6.0334985,CREDITO_POS,,false,false,537293
Mar Absoluto RV FICFIM,64790471000123,,17138936,2026-03-17T00:00:00.000-0300,BRL,false,MAR ASSET MANAGEMENT GESTORA DE RECURSOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,CDI,true,5000,1000,1000,14:40,14:40,D+0,D+30,D+31,D+0,0.07,,,-0.6606201,-2.3264331,-6.4493258,,,false,false,62550515
