grupo;codigo_ativo;data_referencia;data_vencimento;percentual_taxa;percent_reune;emissor;taxa_compra;taxa_venda;taxa_indicativa;desvio_padrao;val_min_intervalo;val_max_intervalo;pu;percent_pu_par;duration
DI SPREAD;TRES11;2026-06-16;2029-04-05;DI + 2,1000%;--;TRES TENTOS AGROINDUSTRIAL S.A (*);1.6087;1.3050;1.4563;0.04;1.41;1.49;1045.171675;101.45;576.0
IPCA SPREAD;TRPLA7;2026-06-16;2036-10-15;IPCA + 6,7119%;--;ISA ENERGIA BRASIL S.A. (*);7.5806;7.2563;7.4016;0.08;7.32;7.48;1138.207485;94.04;2399.0
IPCA SPREAD;TRPLB7;2026-06-16;2039-10-15;IPCA + 6,6052%;35%;ISA ENERGIA BRASIL S.A. (*);7.6921;7.4031;7.5148;0.06;7.44;7.58;1024.737065;93.06;2111.0
IPCA SPREAD;TSSG21;2026-06-16;2033-12-15;IPCA + 5,9851%;--;TRANSPORTADORA ASSOCIADA DE GAS S.A. - TAG (*);7.9612;7.5966;7.7294;0.14;7.58;7.87;1038.609733;91.52;1358.0
DI SPREAD;TUPY15;2026-06-16;2029-07-17;DI + 0,8700%;--;TUPY S/A (*);5.4224;1.9362;3.8646;0.74;3.12;4.60;987.281181;93.18;604.0
DI SPREAD;USIMB0;2026-06-16;2031-09-19;DI + 1,5000%;--;USINAS SIDERURGICAS DE MINAS GERAIS S/A - USIMINAS (*);1.8053;1.3981;1.6174;0.12;1.49;1.73;1031.797460;99.60;854.0
IPCA SPREAD;VALE48;2026-06-16;2029-01-15;IPCA + 6,7800%;--;VALE S/A;8.0000;7.7725;7.8398;0.09;7.74;7.93;1008.380415;98.53;375.0
DI SPREAD;VAMOA0;2026-06-16;2029-02-21;DI + 2,3500%;--;VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*);4.6181;3.9168;4.2633;0.05;4.20;4.32;1015.400286;96.70;454.0
DI SPREAD;VAMOA1;2026-06-16;2029-06-25;DI + 2,3500%;--;VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*);4.2731;2.6278;3.5787;0.22;3.35;3.80;1050.763772;97.65;498.0
DI SPREAD;VBBR18;2026-06-16;2032-01-08;DI + 1,0500%;15%;VIBRA ENERGIA S.A (*);1.0655;0.7769;0.8878;0.00;0.88;0.89;1070.146949;100.51;810.0
IPCA SPREAD;VBRR11;2026-06-16;2030-12-15;IPCA + 8,5914%;45%;VIA BRASIL BR 163 CONCESSIONARIA DE RODOVIAS S.A. (*);11.1107;10.7946;10.9563;0.17;10.77;11.13;1157.530204;94.46;662.0
IPCA SPREAD;VLIM19;2026-06-16;2038-03-15;IPCA + 6,4988%;45%;VLI MULTIMODAL S/A (*);7.8796;7.5972;7.6713;0.09;7.58;7.76;951.788575;91.91;1920.0
DI SPREAD;VLME12;2026-06-16;2030-10-06;DI + 3,0000%;--;VRENTAL LOCACAO DE MAQUINAS E EQUIPAMENTOS S.A. (*);;;;;;;859.785640;97.62;
IPCA SPREAD;ACRC21;2026-06-16;2044-07-15;IPCA + 7,4150%;--;ATLAS LUIZ CARLOS COMERCIALIZADORA DE ENERGIA S.A. (*);9.0155;8.8631;8.8907;0.08;8.80;8.98;1147.418051;91.27;1643.0
IPCA SPREAD;ASER12;2026-06-16;2043-12-15;IPCA + 8,4051%;--;AGUAS DO SERTAO S.A. (*);12.0088;11.5884;11.7848;0.20;11.58;11.98;954.129583;79.42;1804.0
IPCA SPREAD;AXIA38;2026-06-16;2041-02-15;IPCA + 6,6752%;--;CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*);7.7644;7.5470;7.5987;0.14;7.45;7.74;969.362468;92.61;2218.0
IPCA SPREAD;BTCL12;2026-06-16;2039-02-15;IPCA + 10,7609%;--;BRAZIL TOWER CESSAO DE INFRA-ESTRUTURAS S.A. (*);11.1054;10.7131;10.7605;0.15;10.60;10.91;1101.110036;100.00;1364.0
DI SPREAD;CEPEB2;2026-06-16;2029-04-15;DI + 1,6800%;--;COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*);1.3392;0.7601;1.0773;0.18;0.89;1.26;1037.093021;101.18;497.0
IPCA SPREAD;CGOS28;2026-06-16;2036-09-15;IPCA + 6,6493%;5%;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*);8.2862;8.0513;8.1656;0.11;8.04;8.28;1012.315623;91.12;1642.0
DI SPREAD;CLCD16;2026-06-16;2028-11-15;DI + 1,6500%;--;CELESC DISTRIBUIÇÃO S/A (*);1.0077;0.6588;0.8455;0.08;0.76;0.93;1022.968188;101.01;321.0
DI SPREAD;CSED12;2026-06-16;2030-02-05;DI + 1,3500%;--;CRUZEIRO DO SUL EDUCACIONAL S/A (*);1.4500;0.7916;1.1047;0.00;1.09;1.11;1058.602121;100.51;535.0
IPCA SPREAD;CSMGE1;2026-06-16;2035-10-15;IPCA + 8,3342%;--;CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*);9.3492;9.0657;9.1703;0.08;9.08;9.25;1015.851308;96.60;1126.0
IPCA SPREAD;DESK18;2026-06-16;2032-06-15;IPCA + 7,9356%;45%;DESKTOP S/A (*);8.4560;8.2949;8.3182;0.07;8.24;8.38;1030.054103;98.40;1142.0
IPCA SPREAD;ENAT13;2026-06-16;2030-06-15;IPCA + 8,0618%;--;ENAUTA PARTICIPACOES S.A. (*);9.5800;9.1836;9.3821;0.06;9.31;9.45;1057.648744;95.86;874.0
DI SPREAD;HAPV17;2026-06-16;2031-05-10;DI + 1,6000%;--;HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*);8.3061;5.7438;7.0528;0.59;6.46;7.64;871.057854;85.81;725.0
IPCA SPREAD;MEZ511;2026-06-16;2046-01-15;IPCA + 7,0657%;10%;MEZ 5 ENERGIA S.A.;;9.6377;9.9320;0.43;9.49;10.36;1169.740590;83.35;1647.0
IPCA SPREAD;MRSAA1;2026-06-16;2033-09-15;IPCA + 6,2414%;--;MRS LOGÍSTICA S/A (*);8.0818;7.8112;7.9116;0.10;7.80;8.01;1057.190457;91.33;1454.0
IPCA SPREAD;PETR17;2026-06-16;2029-09-15;IPCA + 3,6000%;--;PETRÓLEO BRASILEIRO S/A - PETROBRAS;7.7635;7.5246;7.6536;0.07;7.57;7.73;1311.432293;88.95;766.0
IPCA SPREAD;RUMOA2;2026-06-16;2029-02-15;IPCA + 4,5000%;--;RUMO S/A;9.4271;9.0610;9.2219;0.25;8.96;9.47;1406.029401;93.31;390.0
IPCA SPREAD;RUMOB7;2026-06-16;2033-05-15;IPCA + 6,1830%;--;RUMO S/A (*);9.1951;8.7892;8.8523;0.25;8.60;9.10;998.929548;86.93;1407.0
IPCA SPREAD;SMTO14;2026-06-16;2032-01-15;IPCA + 5,9741%;--;SAO MARTINHO S/A;8.7935;8.4448;8.5923;0.09;8.49;8.68;1119.118109;89.22;1168.0
IPCA SPREAD;TAEEB0;2026-06-16;2040-12-15;IPCA + 6,4712%;5%;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A. (*);7.4605;7.2323;7.3863;0.04;7.34;7.43;961.503434;90.15;3049.0
DI SPREAD;TFLEB5;2026-06-16;2030-11-04;DI + 1,5000%;--;LOCALIZA FLEET S.A. (*);1.3000;0.9500;1.1202;0.03;1.08;1.15;1106.370184;100.97;653.0
IPCA SPREAD;TIMS12;2026-06-16;2028-06-15;IPCA + 3,9182%;--;TIM S.A.;7.9821;7.5332;7.7224;0.24;7.47;7.97;842.527156;94.91;364.0
IPCA SPREAD;WDPR11;2026-06-16;2028-12-15;IPCA + 7,6276%;--;WINDEPAR HOLDING S. A.;8.3502;8.1637;8.2971;0.09;8.20;8.39;691.920797;99.08;373.0
DI SPREAD;AEGE16;2026-06-16;2034-03-11;DI + 3,9000%;--;EQUIPAV SANEAMENTO S.A. (*) (**);6.4525;4.2548;5.3842;0.24;5.14;5.62;996.551606;95.27;851.0
DI SPREAD;AEGPB5;2026-06-16;2030-12-15;DI + 1,8000%;--;AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*);4.0212;3.2679;3.6509;0.14;3.50;3.79;942.030274;94.14;838.0
IPCA SPREAD;AHGD13;2026-06-16;2041-09-15;IPCA + 7,3293%;--;ATHON GERACAO DISTRIBUIDA S/A (*);9.1524;8.8628;8.9817;0.13;8.84;9.11;0.952650;91.58;1416.0
IPCA SPREAD;ALGTA4;2026-06-16;2033-11-15;IPCA + 6,3243%;5%;ALGAR TELECOM S/A (*);9.2432;8.9537;9.0619;0.11;8.94;9.18;1006.326421;88.24;1228.0
IPCA SPREAD;ALIG13;2026-06-16;2035-02-15;IPCA + 4,0000%;--;ALIANCA GERACAO DE ENERGIA S.A (*) (**);8.0592;7.8773;7.9423;0.12;7.81;8.07;854.855922;86.11;983.0
DI SPREAD;AMBP16;2026-06-16;2029-04-25;DI + 2,7500%;--;AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A (*) (**);;;;;;;;;
IPCA SPREAD;ANET11;2026-06-16;2029-03-15;IPCA + 5,6006%;--;AMERICA NET S.A. (*);;;;;;;533.166660;84.37;
IPCA SPREAD;ANHBB6;2026-06-16;2037-07-15;IPCA + 7,0457%;40%;CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*);7.8858;7.6278;7.7373;0.04;7.69;7.78;1028.316184;95.83;1656.0
DI SPREAD;ASAI18;2026-06-16;2027-12-22;DI + 1,8500%;--;SENDAS DISTRIBUIDORA S/A (*);2.0350;0.9515;1.3712;0.20;1.16;1.57;1082.193588;100.61;328.0
IPCA SPREAD;AURP12;2026-06-16;2035-04-15;IPCA + 7,4515%;50%;AUREN PARTICIPACOES S.A. (*);8.2833;8.0966;8.1418;0.08;8.05;8.22;1026.796886;96.24;1498.0
IPCA SPREAD;AURP13;2026-06-16;2037-07-15;IPCA + 6,9164%;--;AUREN PARTICIPACOES S.A. (*);8.2926;8.0387;8.1269;0.06;8.05;8.19;988.374167;92.27;1782.0
IPCA SPREAD;AXIA28;2026-06-16;2036-02-15;IPCA + 6,7116%;--;CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*);7.9186;7.6495;7.7972;0.07;7.72;7.87;974.489107;93.09;1768.0
DI SPREAD;AZZA11;2026-06-16;2030-03-28;DI + 1,2500%;--;AZZAS 2154 S.A. (*);2.3287;0.6369;1.5031;0.20;1.29;1.70;1024.336800;99.35;653.0
DI SPREAD;BRKPA0;2026-06-16;2027-04-15;DI + 2,4000%;--;BRK AMBIENTAL PARTICIPACOES S/A (*) (**);2.6233;2.2319;2.4434;0.06;2.38;2.50;400.551268;99.96;198.0
PREFIXADO;BTEL13;2026-06-16;2032-04-15;PREFIXADO + 15,0500%;--;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A. (*);;15.1788;15.6576;0.55;15.10;16.21;1002.963473;98.03;947.0
IPCA SPREAD;CAEC12;2026-06-16;2036-06-15;IPCA + 8,1891%;--;COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*);8.3005;7.9193;8.0587;0.19;7.86;8.24;1110.465303;100.79;1650.0
IPCA SPREAD;CBAN72;2026-06-16;2034-07-15;IPCA + 5,2000%;--;CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A;8.2902;8.1589;8.2340;0.04;8.18;8.28;1445.549492;88.69;1045.0
DI SPREAD;CEEBB4;2026-06-16;2029-04-15;DI + 1,6800%;--;CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*);1.1534;0.6300;0.8937;0.09;0.80;0.98;1040.826070;101.54;498.0
IPCA SPREAD;CEEBD2;2026-06-16;2035-11-15;IPCA + 6,3000%;35%;CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*);8.1584;7.8849;7.9387;0.09;7.84;8.02;934.210448;89.66;1779.0
DI SPREAD;CEEDA1;2026-06-16;2033-04-15;DI + 0,7500%;5%;COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*);1.0331;0.7663;0.8748;0.09;0.77;0.97;1012.591176;99.50;1008.0
IPCA SPREAD;CEPEC1;2026-06-16;2031-10-15;IPCA + 5,8750%;--;COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*);8.4105;8.1809;8.2919;0.05;8.23;8.34;1183.375572;91.77;953.0
IPCA SPREAD;CERT11;2026-06-16;2029-03-15;IPCA + 8,1773%;50%;CONCESSIONARIA ECOVIAS RAPOSO-CASTELO S.A (*);8.7784;8.5305;8.6329;0.06;8.57;8.69;1164.401705;98.86;687.0
IPCA SPREAD;CGEE23;2026-06-16;2041-12-15;IPCA + 8,7219%;--;COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G (*);15.0375;13.1211;14.1516;0.36;13.78;14.51;789.219156;74.66;1417.0
IPCA SPREAD;CGOS13;2026-06-16;2031-04-15;IPCA + 7,1000%;40%;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*);8.5829;8.3280;8.3801;0.10;8.27;8.48;1118.637274;96.10;839.0
IPCA SPREAD;CLAG13;2026-06-16;2028-07-15;IPCA + 5,4806%;--;COLOMBO AGROINDUSTRIA SA (*);9.7758;;9.5734;0.51;9.06;10.08;1290.327233;96.22;251.0
DI SPREAD;COGNB2;2026-06-16;2029-05-15;DI + 1,6000%;--;COGNA EDUCACAO S.A (*);1.3438;0.9779;1.1768;0.05;1.11;1.23;1021.321730;100.86;517.0
IPCA SPREAD;COMT11;2026-06-16;2030-12-15;IPCA + 7,3161%;--;CONCESSIONARIA DE RODOVIA SUL - MATOGROSSENSE S.A;8.2244;7.8995;8.0688;0.05;8.00;8.12;1004.700552;97.31;980.0
DI SPREAD;CPFPA6;2026-06-16;2028-06-05;DI + 0,5700%;--;COMPANHIA PIRATININGA DE FORÇA E LUZ (*);;0.3696;0.5790;0.05;0.52;0.63;472.381739;99.99;254.0
DI SPREAD;CPGT18;2026-06-16;2030-01-15;DI + 1,4000%;--;COPEL GERAÇÃO E TRANSMISSÃO S/A (*);0.8811;0.5749;0.7245;0.08;0.63;0.81;1080.113215;101.61;604.0
DI SPREAD;CPGT19;2026-06-16;2029-10-10;DI + 0,5200%;--;COPEL GERAÇÃO E TRANSMISSÃO S/A (*);0.6493;0.4105;0.5519;0.06;0.48;0.61;1024.171795;99.93;495.0
DI SPREAD;CSANB2;2026-06-16;2030-03-27;DI + 0,7000%;15%;COSAN S.A. (*);2.0517;1.2600;1.6934;0.18;1.50;1.87;1160.359722;97.42;667.0
DI SPREAD;CSANC1;2026-06-16;2035-01-08;DI + 1,3000%;--;COSAN S.A. (*);2.8248;2.0470;2.3363;0.25;2.08;2.59;1016.134274;95.34;1167.0
DI SPREAD;CSMGA8;2026-06-16;2030-09-15;DI + 1,2000%;--;CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*);1.0000;0.8082;0.9213;0.05;0.86;0.98;1005.734577;100.51;469.0
DI SPREAD;CSMGB6;2026-06-16;2026-09-15;DI + 1,3000%;--;CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*);0.8512;0.6202;0.7530;0.06;0.68;0.81;77.074084;100.13;64.0
IPCA SPREAD;CSNAA4;2026-06-16;2030-07-15;IPCA + 6,5000%;--;COMPANHIA SIDERÚRGICA NACIONAL (*);35.8457;25.5310;30.5291;0.24;30.28;30.76;589.953202;50.12;814.0
IPCA SPREAD;CSNAB6;2026-06-16;2039-11-15;IPCA + 7,6952%;--;COMPANHIA SIDERÚRGICA NACIONAL (*);19.6733;14.0973;16.8398;2.95;13.88;19.79;597.739507;54.81;1654.0
IPCA SPREAD;CSRNB3;2026-06-16;2035-11-15;IPCA + 6,3000%;35%;COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*);7.9866;7.8971;7.9166;0.05;7.86;7.97;935.562349;89.79;1779.0
IPCA SPREAD;CTGE11;2026-06-16;2028-11-15;IPCA + 3,7500%;--;COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL  (*);8.4661;8.1480;8.1597;0.16;7.99;8.32;1326.823885;94.89;314.0
IPCA SPREAD;CTGE15;2026-06-16;2031-04-15;IPCA + 6,3423%;--;COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL (*);8.1954;7.8780;8.0648;0.08;7.98;8.14;1048.831091;93.53;1045.0
IPCA SPREAD;CTNSA5;2026-06-16;2036-02-15;IPCA + 6,6675%;5%;ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A (*);8.1787;7.9231;8.0315;0.06;7.96;8.09;951.004785;91.38;1769.0
IPCA SPREAD;CUTI11;2026-06-16;2031-12-15;IPCA + 5,8813%;--;CUTIA EMPREENDIMENTOS EÓLICOS S.A.;8.3430;8.1118;8.1612;0.15;8.00;8.31;783.411283;94.16;704.0
DI SPREAD;CVCB14;2026-06-16;2028-10-30;DI + 4,5000%;--;CVC BRASIL OPERADORA E AGENCIA DE VIAGENS S.A. (*);5.0631;3.5177;4.2388;0.30;3.93;4.54;0.584867;100.25;258.0
DI SPREAD;EBENA6;2026-06-16;2028-03-04;DI + 0,8900%;--;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*);0.8999;0.3267;0.6302;0.10;0.52;0.73;1044.035224;100.28;276.0
DI SPREAD;EBENB1;2026-06-16;2030-12-19;DI + 0,6300%;--;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*);0.8185;0.5868;0.6948;0.01;0.67;0.71;1068.100707;99.81;740.0
IPCA SPREAD;ECHP22;2026-06-16;2031-01-15;IPCA + 4,7500%;--;ECHOENERGIA PARTICIPACOES S/A (*);8.8043;8.6878;8.7029;0.07;8.62;8.77;865.670464;92.72;507.0
DI SPREAD;ECOV17;2026-06-16;2032-02-25;DI + 1,2500%;--;CONCESSIONÁRIA ECOVIAS DOS IMIGRANTES S/A (*);0.9101;0.6802;0.7982;0.09;0.69;0.89;1060.964728;101.50;842.0
IPCA SPREAD;EGIEA0;2026-06-16;2046-09-15;IPCA + 5,7158%;5%;ENGIE BRASIL ENERGIA S.A. (*);7.6477;7.4308;7.5417;0.10;7.43;7.64;1053.079587;85.82;2166.0
PREFIXADO;EGIEA4;2026-06-16;2032-01-15;PREFIXADO + 14,3509%;--;ENGIE BRASIL ENERGIA S.A. (*);14.1440;13.5633;13.8795;0.07;13.80;13.95;1198.543156;101.41;856.0
DI SPREAD;EKTRA3;2026-06-16;2031-04-15;DI + 0,9800%;--;ELEKTRO REDES S.A. (*);0.9240;0.5421;0.7336;0.04;0.68;0.77;1031.972717;100.79;816.0
PREFIXADO;EKTRA5;2026-06-16;2032-04-25;PREFIXADO + 13,5966%;--;ELEKTRO REDES S.A. (*);14.3193;13.5620;13.9023;0.20;13.70;14.10;1006.020615;98.88;1048.0
IPCA SPREAD;ELET23;2026-06-16;2031-04-15;IPCA + 4,9126%;--;CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS;8.1925;7.8993;8.0448;0.09;7.95;8.13;1193.337725;88.16;1073.0
DI SPREAD;ELPLA6;2026-06-16;2028-10-04;DI + 1,6400%;--;ELETROPAULO METROP. ELETRIC. DE S.P. S/A;3.1437;1.8428;2.5569;0.08;2.47;2.63;1014.824753;98.59;396.0
DI SPREAD;ELPLB8;2026-06-16;2028-05-15;DI + 1,1000%;--;ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*);3.1469;1.9195;2.5000;0.00;2.50;2.50;988.780224;97.68;428.0
IPCA SPREAD;ELPLC8;2026-06-16;2029-06-15;IPCA + 8,3000%;--;ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*);10.8030;10.0002;10.3738;0.01;10.35;10.39;1077.345140;94.51;750.0
PREFIXADO;ELTN17;2026-06-16;2032-07-15;PREFIXADO + 13,2474%;--;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*);14.1126;13.4707;13.8596;0.07;13.78;13.93;1028.336608;97.78;1044.0
IPCA SPREAD;ENAT11;2026-06-16;2029-12-15;IPCA + 9,8297%;10%;ENAUTA PARTICIPACOES S.A. (*);9.7284;9.3311;9.5193;0.07;9.44;9.59;1043.147568;100.51;458.0
DI SPREAD;ENEV38;2026-06-16;2029-07-15;DI + 1,7000%;--;ENEVA S.A. (*);1.0810;0.7164;0.8881;0.06;0.82;0.95;1082.036890;101.67;522.0
IPCA SPREAD;ENGIB6;2026-06-16;2032-04-15;IPCA + 6,2770%;--;ENERGISA S/A;8.3868;8.1443;8.2514;0.08;8.16;8.33;1122.681202;92.64;1040.0
DI SPREAD;ENGIB7;2026-06-16;2029-10-20;DI + 1,6500%;--;ENERGISA S/A;0.9294;0.5490;0.6864;0.22;0.46;0.91;1046.097546;102.25;589.0
DI SPREAD;ENGIC5;2026-06-16;2028-10-15;DI + 1,8000%;--;ENERGISA S/A;0.9126;0.5029;0.6315;0.24;0.38;0.88;1049.011806;102.32;502.0
DI SPREAD;ENGIC6;2026-06-16;2027-04-15;DI + 1,5000%;--;ENERGISA S/A;0.5198;0.3338;0.4552;0.07;0.37;0.53;1033.113769;100.82;199.0
IPCA SPREAD;ENMI21;2026-06-16;2027-06-15;IPCA + 6,4962%;--;COMPANHIA ENERGÉTICA MIRANDA;;;;;;;;;
IPCA SPREAD;ENMTC6;2026-06-16;2040-10-15;IPCA + 7,1146%;--;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A. (*);7.8845;7.6563;7.7942;0.04;7.74;7.84;993.366099;94.66;2167.0
IPCA SPREAD;ENMTD5;2026-06-16;2040-09-15;IPCA + 6,9467%;--;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A. (*);7.9042;7.6522;7.8040;0.04;7.75;7.85;989.516453;93.32;2157.0
IPCA SPREAD;EQMAA0;2026-06-16;2031-12-15;IPCA + 6,3000%;--;EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A (*);8.5550;8.4123;8.5047;0.10;8.40;8.60;1045.067320;92.23;988.0
IPCA SPREAD;EQTS11;2026-06-16;2033-01-15;IPCA + 4,8500%;--;EQUATORIAL TRANSMISSORA 1 SPE S.A;8.5631;8.4130;8.4632;0.12;8.33;8.58;1015.976345;90.24;747.0
IPCA SPREAD;EQUA11;2026-06-16;2036-03-15;IPCA + 4,9173%;35%;EQUATORIAL TRANSMISSAO S.A (*);8.5163;8.3067;8.3189;0.10;8.21;8.42;991.707313;87.07;1061.0
IPCA SPREAD;ESCEA5;2026-06-16;2036-12-15;IPCA + 7,2843%;--;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA (*);8.1302;8.0065;8.0677;0.10;7.95;8.17;1026.670708;95.05;1747.0
DI SPREAD;ESSDA2;2026-06-16;2029-09-04;DI + 0,8000%;--;ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A;0.9100;0.5552;0.7484;0.08;0.66;0.82;1042.194700;100.13;646.0
IPCA SPREAD;ETBA12;2026-06-16;2029-02-15;IPCA + 5,3382%;--;ETB - EMPRESA DE TRANSMISSAO BAIANA S.A. (*) (**);8.4438;8.0539;8.2311;0.16;8.06;8.40;1112.336229;94.75;498.0
IPCA SPREAD;EUBE11;2026-06-16;2034-01-15;IPCA + 6,4449%;--;ENGIE SOLUCOES CIDADES INTELIGENTES E INFRAESTRUTURA DE UBERLANDIA S.A (*);8.1076;7.8929;7.9626;0.06;7.89;8.03;873.246851;95.27;851.0
DI SPREAD;FLRYB0;2026-06-16;2031-10-21;DI + 0,5500%;5%;FLEURY S/A (*);0.8671;0.4896;0.6349;0.13;0.49;0.77;1017.769911;99.70;894.0
IPCA SPREAD;FRAG14;2026-06-16;2031-06-15;IPCA + 7,5300%;--;FERRARI AGROINDUSTRIA S/A (*);9.4614;9.1884;9.2514;0.13;9.11;9.38;1037.089713;94.05;969.0
IPCA SPREAD;GASP29;2026-06-16;2036-08-15;IPCA + 5,2164%;--;COMPANHIA DE GAS DE SÃO PAULO - COMGAS;8.1967;7.9505;8.0429;0.12;7.91;8.16;1096.356759;82.75;1768.0
IPCA SPREAD;GSTS14;2026-06-16;2032-05-15;IPCA + 6,5163%;--;AGUAS DE TERESINA SANEAMENTO SPE S.A. (*);11.4666;10.1177;10.6514;0.43;10.21;11.08;1023.500853;85.26;1044.0
IPCA SPREAD;HVSP11;2026-06-16;2038-06-15;IPCA + 8,2561%;--;HELIO VALGAS SOLAR PARTICIPACOES S.A. (*);;9.1190;9.2783;0.29;8.97;9.57;1169.206816;95.33;1268.0
IPCA SPREAD;IGSN15;2026-06-16;2034-07-15;IPCA + 6,1000%;--;IGUA SANEAMENTO S.A;12.2374;11.8135;11.9834;0.36;11.62;12.34;1017.989819;81.88;893.0
DI SPREAD;IGTAB1;2026-06-16;2028-06-24;DI + 1,6300%;--;IGUATEMI EMPRESA DE SHOPPING CENTERS S/A (*);0.8997;0.5000;0.6993;0.00;0.69;0.70;1086.052706;101.20;327.0
IPCA SPREAD;ISAEA9;2026-06-16;2035-06-15;IPCA + 6,7000%;5%;ISA ENERGIA BRASIL S.A. (*);7.6082;7.2680;7.4533;0.08;7.37;7.53;1044.024970;93.90;2254.0
IPCA SPREAD;ITPO15;2026-06-16;2040-05-15;IPCA + 7,4000%;5%;ITAPOA TERMINAIS PORTUÁRIOS S/A (*);8.3260;8.0613;8.1807;0.12;8.05;8.30;1010.550958;95.78;1486.0
DI SPREAD;ITSA17;2026-06-16;2034-07-25;DI + 0,8800%;10%;ITAUSA S/A (*);0.6695;0.3876;0.5133;0.11;0.39;0.62;1156.243912;101.54;1061.0
IPCA SPREAD;IVIAA0;2026-06-16;2038-05-15;IPCA + 6,8672%;5%;CONC. RODOV. INTERI. PAULISTA S/A (*);9.5243;9.2267;9.3778;0.04;9.33;9.42;966.822911;87.16;1456.0
IPCA SPREAD;JALL24;2026-06-16;2033-10-17;IPCA + 7,2340%;--;JALLES MACHADO S.A. (*);8.8559;8.6807;8.7570;0.06;8.69;8.82;1071.867094;93.07;1274.0
DI SPREAD;KLAS12;2026-06-16;2026-08-16;DI + 2,8000%;--;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S/A (*) (**);;;;;;;;;
DI SPREAD;KRSA12;2026-06-16;2030-10-30;DI + 2,8000%;35%;KORA SAUDE PARTICIPACOES S.A.;;;;;;;;51.29;
IPCA SPREAD;LIGHC7;2026-06-16;2037-11-13;IPCA + 3,0000%;--;LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**);;;;;;;;;
IPCA SPREAD;LTTE15;2026-06-16;2038-10-15;IPCA + 5,0900%;--;LINHAS DE TAUBATE TRANS.DE ENERGIA S/A (*) (**);8.2671;7.9335;8.0886;0.38;7.70;8.47;1078.352947;86.53;1249.0
DI SPREAD;MGLUA0;2026-06-16;2026-10-15;DI + 1,2500%;--;MAGAZINE LUIZA S/A (*);2.1456;1.5203;1.7615;0.06;1.69;1.83;511.273269;99.83;85.0
DI SPREAD;MILS18;2026-06-16;2030-01-10;DI + 2,0000%;5%;MILLS ESTR. E SERVIÇOS DE ENGENHARIA S/A (*);1.2544;0.9339;1.1163;0.06;1.05;1.18;1086.516731;101.77;511.0
IPCA SPREAD;MSGT33;2026-06-16;2041-11-15;IPCA + 6,2339%;--;MATA DE SANTA GENEBRA TRANSMISSÃO S/A (*);7.9754;7.7822;7.8004;0.15;7.64;7.95;1002.543528;88.14;2127.0
DI SPREAD;MVLVA1;2026-06-16;2027-12-22;DI + 2,9000%;--;MOVIDA PARTICIPACOES S/A (*);2.7010;2.0404;2.3472;0.19;2.14;2.54;723.943768;100.47;223.0
