Prefixo;name,cnpj,isin,assetCode,fundBegin,currency,isEsg,manager,administrator,custody,investmentType,categoryCvm,anbimaRating,benchmark,applyOpen,minimumInitialInvestment,minimumMoviment,minimumBalanceRemain,timeLimit,hourInvestimentRescue,investimentQuota,rescueQuota,rescueFinancialSettlement,investmentFinancialSettlement,administrationFee,administrationFeeMax,performanceFee,profitabilityDay,profitabilityMonth,profitabilityYear,subcategoryInitials,subclassCode,isExternalPensionFund,isPensionFund
consultoria;KINEA ATLAS II FIM Subclasse I,29762315000158,BRKTL4CTF008,1732847,2016-12-29T00:00:00.000-0300,BRL,false,KINEA INVESTIMENTOS LTDA.,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Multimercados,Multimercados Macro,CDI,true,1,1,1,14:10,14:10,D+0,D+29,D+30,D+0,2,,20,0.08046110000000001,0.4782134,3.1367591,,30SMU1746554429,false,false
consultoria;ABS HIDRA FIC FM PCO,51112363000150,,8060082,2023-06-29T00:00:00.000-0300,BRL,false,ABSOLUTE DHAMA GESTAO DE INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,500,100,100,14:10,14:10,D+0,D+30,D+31,D+0,0.68,,20,-0.0834859,0.3940156,2.867387,INFLACAO,,false,false
consultoria;Claritas Valor FIA Subclasse B,11357735000193,,14684851,2010-03-17T00:00:00.000-0300,BRL,false,PRINCIPAL ASSET MANAGEMENT LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,,Investidores em geral (Não qualificados),Ações,Ações Livre,CDI,true,0,0,0,14:40,14:40,D+1,D+31,D+33,D+0,0.5,,0,-1.2449158,-6.5229919,0.3387153,LONG_ONLY,YGNKL1753216883,false,false
consultoria;KAPITALO ZETA II FICFIM ACCESS,35088117000153,BR08FQCTF008,5063487,2019-12-23T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercados Macro,-,true,10000,10000,10000,13:40,13:40,D+0,D+60,D+61,D+0,0,,,-0.4865732,-0.2125235,-1.7417763000000002,,,false,false
consultoria;Vinland Plus III FICFIM,54699701000190,,17751577,2024-08-16T00:00:00.000-0300,BRL,false,VINLAND CAPITAL MANAGEMENT GESTORA DE RECURSOS LTD,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,,Investidores qualificados,Multimercados,Multimercado livre,CDI,true,1000,1000,1000,14:10,14:10,D+1,D+60,D+62,D+0,1.99,,20,-0.21498899999999999,-0.0531788,2.3437822,,,false,false
consultoria;FATOR MACRO FICFIM,29613915000154,BR0069CTF015,4453162,2018-12-14T00:00:00.000-0300,BRL,false,FAR - FATOR ADMINISTRACAO DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Macro,CDI,true,1000,1000,1000,15:20,15:20,D+0,D+4,D+5,D+0,1.87,,20,0.5126642,1.6066875,6.6550629,,,false,false
consultoria;TORK FICFIA ACCESS,32041875000128,,3687517,2019-01-16T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Livre,-,true,30000,30000,30000,14:10,14:10,D+1,D+30,D+32,D+0,0.6,,,-0.2072861,0.0161056,2.0461987,LONG_BIASED,,false,false
consultoria;DAYCOVAL CLASSIC FIRF CrPr,10783480000168,,1663970,2009-04-28T00:00:00.000-0300,BRL,false,DAYCOVAL ASSET MANAGEMENT ADM DE RECURSOS LTDA,BANCO DAYCOVAL S.A.,BANCO DAYCOVAL S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração baixa grau de investimento,CDI,true,1,1,1,13:40,13:40,D+0,D+0,D+1,D+0,0.4,,,0.0731049,0.7415103000000001,5.1829882,CREDITO_POS,,false,false
consultoria;WESTERN ASSET US INDEX 500 FIM,17453850000148,,1695324,2013-04-30T00:00:00.000-0300,BRL,false,FRANKLIN TEMPLETON BRASIL LTDA,BANCO BNP PARIBAS BRASIL S.A.,BANCO BNP PARIBAS BRASIL S.A.,Investidores em geral (Não qualificados),Multimercados,Multimercados Estrategica Especifica,-,true,500,100,500,14:10,14:10,D+0,D+0,D+1,D+0,1,,,-0.6155814000000001,2.3331977,10.1325877,LONG_ONLY,,false,false
consultoria;QUANTITAS MALLORCA FICFIM,22918359000185,BRQTTSCTF006,1791218,2016-02-22T00:00:00.000-0300,BRL,false,QUANTITAS GESTAO DE RECURSOS LTDA.,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Multimercados,Multimercados Macro,CDI,true,1000,1000,1000,14:10,14:10,D+0,D+14,D+15,D+0,1.8,,20,-0.1571204,-0.5931867000000001,2.7152707,,,false,false
consultoria;ARBOR II FICFIA BDR NIVEL I,47756349000111,BR0DDMCTF008,8375419,2022-09-21T00:00:00.000-0300,BRL,false,ARBOR GESTAO DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,-,true,1000,100,1000,15:20,15:20,D+0,D+10,D+12,D+0,1.87,,20,-0.9480304,-1.0184096,-0.3108008,LONG_ONLY,,false,false
consultoria;VINCI SELECAO FIA,12287682000144,BRAPG6CTF006,1700630,2011-03-31T00:00:00.000-0300,BRL,false,VINCI EQUITIES GESTORA DE RECURSOS LTDA,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,BANCO BRADESCO S.A.,Investidores em geral (Não qualificados),Ações,Ações Livre,-,true,500,500,500,14:10,14:10,D+1,D+12,D+14,D+0,2.97,,,-1.4475151,-7.6511299,5.7671514,LONG_ONLY,,false,false
consultoria;SOLANA LONG AND SHORT FICFIM,18772290000157,,1631766,2013-10-30T00:00:00.000-0300,BRL,false,SOLANA GESTORA DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Long And Short Direcional,CDI,true,10000,0,10000,15:20,15:20,D+0,D+14,D+15,D+0,1.85,,20,0.0423151,0.2041836,9.2823178,LONG_SHORT,,false,false
consultoria;COMPASS NINETY ONE GL FRAN BRL FICFIA IE,41088640000182,,4318554,2021-04-09T00:00:00.000-0300,BRL,false,VINCI SOLUCOES DE INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Investimento no Exterior,CDI,true,1000,1000,1000,15:20,15:20,D+1,D+1,D+6,D+0,0.8,,0,-0.6934907,1.3698228000000001,-2.4102591,LONG_ONLY,,false,false
consultoria;RYO LB FICFIM ACCESS,43214564000130,,4974006,2021-09-16T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,-,true,5000,1000,5000,15:20,15:20,D+1,D+30,D+32,D+0,1,,,-0.8543868,-3.9544677,1.0439878,LONG_BIASED,,false,false
consultoria;ROBECO GL CREDITS FICFIM IE,29178368000126,,3854219,2018-05-30T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,-,true,500,500,500,15:00,15:00,D+1,D+2,D+5,D+0,0.9,,,-0.2185741,-0.4398241,1.7231019,CREDITO_POS,,false,false
consultoria;Itau Action Deb Inc Dist FICFIIIRF CrPr,42826922000100,BR0BSKCTF004,5742167,2022-04-08T00:00:00.000-0300,BRL,false,ITAU UNIBANCO ASSET MANAGEMENT LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,IMA-B5,true,0,1,0,12:40,12:40,D+0,D+21,D+22,D+0,0.85,,20,-0.7514206,-2.4469497000000002,-0.2204437,INFLACAO,,false,false
consultoria;TAVOLA EQUITY HEDGE 15 FIM,40575693000165,,4344085,2021-02-05T00:00:00.000-0300,BRL,false,TAVOLA CAPITAL GESTAO DE RECURSOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Long And Short Direcional,CDI,true,5000,1000,5000,15:20,15:20,D+0,D+15,D+16,D+0,2,,20,0.15157020000000002,0.3661711,0.9800978,LONG_SHORT,,false,false
consultoria;CONSTELLATION INSTITUCIONAL FICFIA,16948298000104,BRCON5CTF008,1665659,2012-12-06T00:00:00.000-0300,BRL,false,CONSTELLATION INVESTIMENTOS E PARTICIPACOES LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,50000,1000,1000,15:20,15:20,D+1,D+60,D+62,D+0,2,,20,-1.8427634,-9.521106999999999,-6.305006,LONG_ONLY,,false,false
consultoria;Galapagos Evolution FICFIM Subclasse A,36440431000116,BR057RCTF001,2685191,2020-05-07T00:00:00.000-0300,BRL,false,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPACOES LT,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercado livre,CDI,true,5000,5000,5000,15:20,15:20,D+0,D+30,D+31,D+0,2,,20,0.128044,-0.3784358,3.5719457,,DWAZN1747767272,false,false
consultoria;Bradesco DI FICFIRFRef,32158410000151,BR00W0CTF000,1929829,2018-12-28T00:00:00.000-0300,BRL,false,BANCO BRADESCO S.A.,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,BANCO BRADESCO S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,true,10000,30,30,14:10,14:10,D+0,D+0,D+0,D+0,0.25,,,0.0468743,0.7202255,5.2520707,POS_FIXADO,,false,false
consultoria;Safra Inteligencia Artificial FIM,54401649000143,,18066749,2024-03-27T00:00:00.000-0300,BRL,false,SAFRA  DISTRIBUIDORA DE TITULOS E VALORES MO,SAFRA ASSET CORRETORA DE TITULOS E VALORES MOBILIA,,Investidores em geral (Não qualificados),Multimercados,Multimercados Estrategica Especifica,IMA-B,true,5000,1000,1000,14:10,14:10,D+1,D+1,D+4,D+0,0.44,,20,-0.3988715,6.0660844,30.5014171,TEMATICOS,,false,false
consultoria;UJAY CASH FIM,47032680000199,BR0CRHCTF000,6529691,2022-08-25T00:00:00.000-0300,BRL,false,UJAY CAPITAL INVESTIMENTOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,100,100,100,15:20,15:20,D+0,D+0,D+1,D+0,0.7000000000000001,,20,0.0701576,0.650802,5.2369335,CREDITO_POS,,false,false
consultoria;V8 SPEEDWAY LS FICFIM,39354762000121,,7917897,2022-11-17T00:00:00.000-0300,BRL,false,V8 CAPITAL GESTAO DE INVESTIMENTOS LTDA,BNY MELLON SERVICOS FINANCEIROS DISTRIBUIDORA DE T,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,100,100,100,14:10,14:10,D+1,D+15,D+17,D+0,2,,20,0.0638493,0.7743053,2.4346785,LONG_SHORT,,false,false
consultoria;JPM GL BOND OPPORTUNITIES CL A FICFIM IE,29587389000103,BRGBN1CTF008,3583786,2018-05-14T00:00:00.000-0300,BRL,false,JP MORGAN ADMINISTRADORA DE CARTEIRAS BRASIL LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,CDI,false,5000,1000,1000,14:10,14:10,D+1,D+1,D+5,D+0,0.9,,,-0.1586074,0.0868664,2.413186,CREDITO_POS,,false,false
consultoria;AZ QUEST BAYES LB SIST FIM,36499625000197,,4296320,2020-05-29T00:00:00.000-0300,BRL,false,BAYES CAPITAL MANAGEMENT INVESTIMENTOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,IMA-B5,true,500,100,500,15:20,15:20,D+1,D+14,D+16,D+0,2,,20,-0.7415931,-2.5846185,7.0721116,LONG_BIASED,,false,false
consultoria;GQG FEEDER FICFIA IE USD,38318112000168,BR09JFCTF001,5087512,2020-10-19T00:00:00.000-0300,USD,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Investimento no Exterior,CDI,true,10000,10000,10000,14:10,14:10,D+1,D+1,D+4,D+0,0.5,,,-0.492092,-0.3715067,-2.3418016,LONG_ONLY,,false,false
consultoria;TRUXT LS FICFIM ACCESS,26831831000107,,3917180,2021-06-23T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Long And Short Direcional,-,true,20000,5000,5000,13:40,13:40,D+1,D+30,D+32,D+0,0.47000000000000003,,,-0.09250399999999999,0.7231542,7.8407551,LONG_SHORT,,false,false
consultoria;Claritas Institucional Feeder II FICFIM,43761750000199,,5885637,2022-05-12T00:00:00.000-0300,BRL,false,PRINCIPAL ASSET MANAGEMENT LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Macro,CDI,false,1000,1000,1000,14:40,14:40,D+0,D+0,D+1,D+0,0.97,,20,0.0601413,0.7018031,5.0478674,,,false,false
consultoria;PLURAL CRED CORP II FICFIRF CrPr LP,18316558000146,BRBPL2CTF007,1695982,2013-09-20T00:00:00.000-0300,BRL,false,PLURAL GESTAO DE RECURSOS LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,3000,100,100,13:40,13:40,D+0,D+30,D+31,D+0,0.6,,20,0.0660177,0.7081673,5.0184574,CREDITO_POS,,false,false
consultoria;PIMCO INCOME FICFIM IE,23729512000199,BRPMC5CTF008,1659289,2016-02-03T00:00:00.000-0300,BRL,false,PIMCO LATIN AMERICA ADM DE CARTEIRAS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Multimercados,Multimercados Investimento no Exterior,CDI,true,1000,500,500,14:10,14:10,D+1,D+1,D+6,D+0,0.93,,,-0.3848526,-0.8592127,1.374288,CREDITO_POS,,false,false
consultoria;Claritas Deb Incentivadas RF CrPr RL,54996800000133,,10182379,2024-06-10T00:00:00.000-0300,BRL,false,PRINCIPAL ASSET MANAGEMENT LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,-,true,1000,1000,1000,15:20,15:20,D+0,D+30,D+31,D+0,0.05,,20,-0.3632517,-0.8466629999999999,1.8114853,INFLACAO,,false,false
consultoria;Verde Mundi Acoes Globais BRL FICFIA IE,37013129000144,BR04L7CTF004,2948925,2020-06-29T00:00:00.000-0300,BRL,false,VERDE ASSET MANAGEMENT S.A.,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores qualificados,Ações,Ações Investimento no Exterior,-,true,1000,1000,1000,13:40,13:40,D+1,D+5,D+10,D+0,1.5,,10,-0.6063413,-0.7116687,4.0322206,LONG_ONLY,,false,false
consultoria;AF INVEST FIRF CrPr GERAES,09720734000110,BRAFI3CTF003,1659333,2008-09-11T00:00:00.000-0300,BRL,false,AF INVEST ADMINISTRACAO DE RECURSOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,true,500,100,500,15:20,15:20,D+0,D+0,D+1,D+0,0.4,,,0.049854300000000004,0.7814908,4.8062968,CREDITO_POS,,false,false
consultoria;Kinea Chronos FIM,21624757000126,BRKMC1CTF002,1616653,2015-06-08T00:00:00.000-0300,BRL,false,KINEA INVESTIMENTOS LTDA.,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Multimercados,Multimercados Macro,CDI,true,1,1,1,14:10,14:10,D+0,D+5,D+6,D+0,2,,20,0.0681822,0.4971431,3.5688715,,TV0KI1744744066,false,false
consultoria;AQR Long Biased Equities FIM IE Access,35002927000145,,5063480,2020-02-20T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Investimento no Exterior,-,true,5000,5000,5000,15:00,15:00,D+1,D+8,D+12,D+0,0.8,,0,2.7489593,6.1272424,2.3101195,LONG_SHORT,,false,false
consultoria;EMPIRICUS INFLACAO CURTA FIRF,46063296000190,BR0BZYCTF000,7015450,2022-04-29T00:00:00.000-0300,BRL,false,EMPIRICUS ASSET MANAGEMENT LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,-,true,1000,100,100,16:10,16:10,D+0,D+0,D+1,D+0,0.15,,,0.016264,0.44021710000000003,5.6069957,INFLACAO,,false,false
consultoria;EMPIRICUS FOF MF GLOBAL FIM,33925183000105,,5551126,2020-03-19T00:00:00.000-0300,USD,false,EMPIRICUS ASSET MANAGEMENT LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,CDI,true,5000,100,100,16:10,16:10,D+0,D+15,D+17,D+0,0.75,,10,-0.9706852,1.4813219,-5.9976429,,,false,false
consultoria;SFA EAC FICFIA BDR NIVEL I,07187517000180,BRFJACCTF004,7446218,2013-05-31T00:00:00.000-0300,BRL,false,SFA INVESTIMENTOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,1000,1000,1000,14:10,14:10,D+0,D+28,D+30,D+0,1.85,,20,-1.0233928,-4.422514,1.3010291,LONG_ONLY,,false,false
consultoria;AZ QUEST TOP LONG BIASED FICFIA,13974750000106,BRQNY1CTF009,1703302,2011-10-18T00:00:00.000-0300,BRL,false,AZ QUEST INVESTIMENTOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,0,0,0,14:10,14:10,D+1,D+30,D+32,D+0,2,,20,-1.2661064,-8.9563347,-0.7632064000000001,LONG_BIASED,,false,false
consultoria;Sparta Debentures Incent IPCA FICFIIIRF,39959025000152,,4403546,2021-01-29T00:00:00.000-0300,BRL,false,SPARTA ADMINISTRADORA DE RECURSOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,IMA-B5,true,1000,100,100,14:10,14:10,D+1,D+30,D+32,D+0,0.8,,0,-0.1659093,-0.0064139999999999996,3.1283603,INFLACAO,,false,false
consultoria;Moat Total Return FIA,34793111000114,BR03KYCTF003,10952578,2020-01-16T00:00:00.000-0300,BRL,false,MOAT CAPITAL GESTAO DE RECURSOS LTDA,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,BANCO BRADESCO S.A.,Investidores qualificados,Ações,Ações Investimento no Exterior,-,true,500,500,500,14:10,14:10,D+0,D+30,D+32,D+0,2,,20,-1.0553728,-5.5670977,4.9523473,LONG_BIASED,,false,false
consultoria;CITRINO GL FIM,42562316000117,,4927642,2021-07-30T00:00:00.000-0300,BRL,false,CITRINO GESTAO DE RECURSOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercado livre,CDI,true,100000,10000,100000,15:20,15:20,D+1,D+30,D+33,D+0,0.7000000000000001,,15,-0.1397349,0.2131684,5.9899097,INVESTIMENTO_EXTERIOR_RV,,false,false
consultoria;ARBOR GL EQUITIES FIA - BDR NIVEL I,21689246000192,,2452387,2015-03-23T00:00:00.000-0300,BRL,false,ARBOR GESTAO DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Livre,IBOVESPA,true,1000,1000,1000,15:20,15:20,D+0,D+10,D+12,D+0,1.87,,20,-0.9396454000000001,-1.0089452,-0.3009746,LONG_ONLY,,false,false
consultoria;BTG Tesouro Selic FIRFRefDI,09215250000113,BRCSH4CTF005,3842212,2021-06-24T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,true,100,100,100,16:40,16:40,D+0,D+0,D+0,D+0,0.2,,,0.0530268,0.6868086,5.2219951,POS_FIXADO,,false,false
consultoria;VERDE BETA 60 II FICFIA,63733556000107,,16277915,2026-05-18T00:00:00.000-0300,BRL,false,VERDE ASSET MANAGEMENT S.A.,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,,Investidores qualificados,Ações,Ações Livre,CDI,true,5000,1000,5000,14:10,14:10,D+0,D+58,D+60,D+0,2,,20,0,0,0,,,false,false
consultoria;VINCI MULTIESTRATEGIA FIM,12440825000106,BRAPG4CTF001,2505705,2011-03-31T00:00:00.000-0300,BRL,false,VINCI GESTORA DE RECURSOS LTDA,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,BANCO BRADESCO S.A.,Investidores em geral (Não qualificados),Multimercados,Multimercados Juros e Moedas,CDI,true,500,1,500,14:10,14:10,D+0,D+0,D+1,D+0,0.96,,20,0.0314653,0.5355777,4.5448003,,,false,false
consultoria;ABSOLUTE HIDRA PRÉ 2 ANOS FIF EM COTAS DE FUNDOS INCENTIVADOS DE INVESTIMENTO EM INFRA RENDA FIXA,63904226000137,,16393663,2025-12-29T00:00:00.000-0300,BRL,false,ABSOLUTE DHAMA GESTAO DE INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,-,true,0,0,0,14:40,14:40,D+0,D+30,D+31,D+0,0.68,,20,0.0127382,0.2416162,3.0230249,PRE_FIXADO,,false,false
consultoria;MOAT CAPITAL FICFIA,20658576000158,BRMTC3CTF009,1657148,2014-08-04T00:00:00.000-0300,BRL,false,MOAT CAPITAL GESTAO DE RECURSOS LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,1000,500,1000,14:10,14:10,D+0,D+15,D+17,D+0,1.85,,20,-1.6111211,-7.1312985,-8.1910584,LONG_ONLY,,false,false
consultoria;JGP STRATEGY FICFIM ACCESS,32300350000160,,4188535,2021-08-18T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,-,true,20000,20000,20000,13:40,13:40,D+0,D+30,D+31,D+0,0.6,,,-0.0003571,0.1561074,4.2509018,,,false,false
consultoria;Daemon Nous Glonal FICFIM,34702572000134,,4413419,2020-02-26T00:00:00.000-0300,BRL,false,DAEMON INVESTIMENTOS LTDA.,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Multimercados,Multimercado livre,CDI,true,10000,1000,0,14:10,14:10,D+1,D+15,D+18,D+0,2,,20,-1.6922308,2.408277,2.237405,,,false,false
consultoria;OCEANA SELECTION FICFIA ACCESS,36014054000153,,3650702,2020-03-09T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,-,true,1000,1000,0,13:40,13:40,D+1,D+30,D+32,D+0,0,,0,-1.4473398,-5.7950356,4.0788875,LONG_ONLY,,false,false
consultoria;GALAPAGOS ALBATROZ FIRF LP,47610970000172,BR0DCBCTF003,7386272,2022-09-12T00:00:00.000-0300,BRL,false,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPACOES LT,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,-,true,100,100,100,15:20,15:20,D+0,D+0,D+1,D+0,1,,0,0.2204612,1.2572975,-0.7330592,ATIVO,,false,false
consultoria;Regia Credito ESG FICFIM CrPr,38281372000106,,5298725,2020-11-03T00:00:00.000-0300,BRL,false,REGIA CAPITAL LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Multimercados,Multimercados Estrategica Especifica,CDI,true,10000,1000,5000,14:10,14:10,D+0,D+90,D+91,D+0,0.6,,20,0.060753800000000004,0.4587291,4.3891126,SPECIAL_SITS,,false,false
